http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I05;I05;Maladies rhumatismales de la valvule mitrale;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I05-I09;I05-I09;Cardiopathies rhumatismales chroniques;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I05.0;I05.0;Sténose mitrale;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I05.1;I05.1;Insuffisance mitrale rhumatismale;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I05.2;I05.2;Sténose mitrale avec insuffisance;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I05.8;I05.8;Autres maladies de la valvule mitrale;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I05.9;I05.9;Maladie de la valvule mitrale, sans précision;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I06;I06;Maladies rhumatismales de la valvule aortique;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I06.0;I06.0;Sténose aortique rhumatismale;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I06.1;I06.1;Insuffisance aortique rhumatismale;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I06.2;I06.2;Sténose aortique rhumatismale avec insuffisance;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I06.8;I06.8;Autres maladies rhumatismales de la valvule aortique;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I06.9;I06.9;Maladie rhumatismale de la valvule aortique, sans précision;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I07;I07;Maladies rhumatismales de la valvule tricuspide;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I07.0;I07.0;Sténose tricuspidienne;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I07.1;I07.1;Insuffisance tricuspidienne;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I07.2;I07.2;Sténose tricuspidienne avec insuffisance;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I07.8;I07.8;Autres maladies de la valvule tricuspide;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I07.9;I07.9;Maladie de la valvule tricuspide, sans précision;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I08;I08;Maladies de plusieurs valvules;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I08.0;I08.0;Atteintes des valvules mitrale et aortique;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I08.1;I08.1;Atteintes des valvules mitrale et tricuspide;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I08.2;I08.2;Atteintes des valvules aortique et tricuspide;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I08.3;I08.3;Atteintes des valvules mitrale, aortique et tricuspide;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I08.8;I08.8;Autres maladies valvulaires multiples;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I08.9;I08.9;Maladie de plusieurs valvules, sans précision;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I09;I09;Autres cardiopathies rhumatismales;narrowerMatch;alignement manuel;validé
http://data.esante.gouv.fr/pathos/1;1;Insuffisance cardiaque;http://data.esante.gouv.fr/atih/cim10/I09.0;I09.0;Myocardite rhumatismale;narrowerMatch;alignement manuel;validé
