http://data.esante.gouv.fr/NUVA#VAC0165;VAC0165;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400934293535;3400934293535;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0165;VAC0165;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400934293764;3400934293764;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0165;VAC0165;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/66339492;66339492;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0165;VAC0165;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400938309379;3400938309379;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0165;VAC0165;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400938309201;3400938309201;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0165;VAC0165;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400934293825;3400934293825;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0165;VAC0165;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400934293993;3400934293993;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0165;VAC0165;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400938309089;3400938309089;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0165;VAC0165;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400938308839;3400938308839;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0165;VAC0165;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400938308778;3400938308778;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0165;VAC0165;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400938309140;3400938309140;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0128;VAC0128;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400933692377;3400933692377;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0128;VAC0128;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/68716383;68716383;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0128;VAC0128;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400955901303;3400955901303;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0128;VAC0128;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400933932015;3400933932015;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0128;VAC0128;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/61781987;61781987;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0123;VAC0123;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400939901213;3400939901213;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0123;VAC0123;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400939901152;3400939901152;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0123;VAC0123;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/67786749;67786749;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0123;VAC0123;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400939901381;3400939901381;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0123;VAC0123;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400939901091;3400939901091;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0068;VAC0068;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/68007738;68007738;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0068;VAC0068;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400931500599;3400931500599;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0068;VAC0068;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400932035311;3400932035311;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC1022;VAC1022;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400930264058;3400930264058;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC1022;VAC1022;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/63786926;63786926;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0480;VAC0480;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400936586802;3400936586802;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0480;VAC0480;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400956620654;3400956620654;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0480;VAC0480;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400936586741;3400936586741;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0480;VAC0480;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/61173458;61173458;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0633;VAC0633;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/66738274;66738274;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0633;VAC0633;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400955076698;3400955076698;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0063;VAC0063;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400933725419;3400933725419;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0063;VAC0063;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/62224329;62224329;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0063;VAC0063;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400933725297;3400933725297;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0063;VAC0063;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/69960198;69960198;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0063;VAC0063;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400933725358;3400933725358;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0063;VAC0063;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400932779147;3400932779147;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0026;VAC0026;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/68587814;68587814;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0026;VAC0026;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400933387228;3400933387228;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0021;VAC0021;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400932015030;3400932015030;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0021;VAC0021;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400935230003;3400935230003;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0021;VAC0021;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400932015269;3400932015269;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0021;VAC0021;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400935230232;3400935230232;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0021;VAC0021;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400932015320;3400932015320;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0021;VAC0021;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400932222445;3400932222445;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0021;VAC0021;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/63483669;63483669;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0021;VAC0021;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400935229861;3400935229861;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0021;VAC0021;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/67933188;67933188;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0021;VAC0021;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400935230171;3400935230171;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0021;VAC0021;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400935229922;3400935229922;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0021;VAC0021;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400935230461;3400935230461;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0021;VAC0021;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/67469994;67469994;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0666;VAC0666;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400928099785;3400928099785;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0666;VAC0666;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/64798803;64798803;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0666;VAC0666;;http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400930222232;3400930222232;;exactMatch;Manuel;Validé
